Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Grading Lab,Cert Number,Origin,Depth,Table,Polish,Symmetry
Blue Nile,27508647,https://www.bluenile.com/diamond-details/27508647,590,Pear,0.5,H,Very Good,SI1,GIA,,Mined,63,63,EX,
Blue Nile,19231116,https://www.bluenile.com/diamond-details/19231116,590,Pear,0.41,E,Very Good,VVS2,GIA,,Mined,62.3,63,EX,
Blue Nile,27808896,https://www.bluenile.com/diamond-details/27808896,590,Pear,0.41,F,Ideal,VS1,GIA,,Mined,62.8,61,EX,
Blue Nile,27760482,https://www.bluenile.com/diamond-details/27760482,600,Pear,0.4,D,Very Good,SI2,GIA,,Mined,64.5,60,EX,
Blue Nile,28108569,https://www.bluenile.com/diamond-details/28108569,610,Pear,0.38,E,Ideal,VVS1,GIA,,Mined,62.7,62,EX,
Blue Nile,27207912,https://www.bluenile.com/diamond-details/27207912,600,Pear,0.35,E,Ideal,VVS1,GIA,,Mined,61.3,61,EX,
Blue Nile,28028897,https://www.bluenile.com/diamond-details/28028897,610,Pear,0.5,I,Very Good,VS2,GIA,,Mined,64.7,61,EX,
Blue Nile,23618721,https://www.bluenile.com/diamond-details/23618721,620,Pear,0.41,F,Good,VS2,GIA,,Mined,65.9,58,VG,
Blue Nile,28660380,https://www.bluenile.com/diamond-details/28660380,620,Pear,0.5,I,Very Good,SI1,GIA,,Mined,64.7,59,EX,
Blue Nile,18016276,https://www.bluenile.com/diamond-details/18016276,620,Pear,0.41,D,Very Good,SI1,GIA,,Mined,63.1,57,VG,
Blue Nile,27648292,https://www.bluenile.com/diamond-details/27648292,330,Heart,0.3,G,Ideal,SI1,GIA,,Mined,58.8,58,EX,
Blue Nile,28075709,https://www.bluenile.com/diamond-details/28075709,410,Heart,0.4,J,Ideal,VS1,GIA,,Mined,59.3,60,EX,
Blue Nile,28370748,https://www.bluenile.com/diamond-details/28370748,450,Heart,0.36,H,Very Good,VS1,GIA,,Mined,56.5,60,VG,
Blue Nile,27706033,https://www.bluenile.com/diamond-details/27706033,480,Heart,0.36,F,Ideal,VS2,GIA,,Mined,58.8,58,EX,
Blue Nile,27489372,https://www.bluenile.com/diamond-details/27489372,500,Heart,0.5,J,Ideal,SI1,GIA,,Mined,59,59,EX,
Blue Nile,27862190,https://www.bluenile.com/diamond-details/27862190,520,Heart,0.4,I,Ideal,VVS2,GIA,,Mined,58.7,59,EX,
Blue Nile,26971792,https://www.bluenile.com/diamond-details/26971792,540,Heart,0.39,H,Ideal,VS2,GIA,,Mined,58.4,60,VG,
Blue Nile,27629766,https://www.bluenile.com/diamond-details/27629766,550,Heart,0.36,E,Very Good,VVS2,GIA,,Mined,56,59,EX,
Blue Nile,26167999,https://www.bluenile.com/diamond-details/26167999,560,Heart,0.5,H,Ideal,VS2,GIA,,Mined,60,58,VG,
Blue Nile,25287782,https://www.bluenile.com/diamond-details/25287782,580,Heart,0.5,F,Ideal,SI1,GIA,,Mined,58.7,60,EX,
Blue Nile,25483088,https://www.bluenile.com/diamond-details/25483088,590,Heart,0.5,I,Ideal,VVS1,GIA,,Mined,60.5,58,VG,
Blue Nile,27714205,https://www.bluenile.com/diamond-details/27714205,480,Heart,0.35,G,Ideal,VVS2,GIA,,Mined,59.6,60,EX,
Blue Nile,28020239,https://www.bluenile.com/diamond-details/28020239,500,Heart,0.43,H,Ideal,VVS1,GIA,,Mined,58.1,60,VG,
Blue Nile,27935959,https://www.bluenile.com/diamond-details/27935959,520,Heart,0.4,G,Ideal,VS2,GIA,,Mined,58.4,58,EX,
Blue Nile,25820862,https://www.bluenile.com/diamond-details/25820862,540,Heart,0.5,F,Ideal,SI1,GIA,,Mined,59.4,60,EX,
Blue Nile,27538789,https://www.bluenile.com/diamond-details/27538789,550,Heart,0.46,G,Ideal,VVS2,GIA,,Mined,59.8,60,EX,
Blue Nile,24993969,https://www.bluenile.com/diamond-details/24993969,560,Heart,0.33,H,Ideal,VVS1,GIA,,Mined,59.3,58,VG,
Blue Nile,27143376,https://www.bluenile.com/diamond-details/27143376,580,Heart,0.51,F,Ideal,SI1,GIA,,Mined,59.9,61,EX,
Blue Nile,27879633,https://www.bluenile.com/diamond-details/27879633,590,Heart,0.42,F,Ideal,VS2,GIA,,Mined,59.7,60,EX,
Blue Nile,28349292,https://www.bluenile.com/diamond-details/28349292,520,Heart,0.4,G,Ideal,VS2,GIA,,Mined,58.4,60,VG,
Blue Nile,26218482,https://www.bluenile.com/diamond-details/26218482,540,Heart,0.5,H,Very Good,SI1,GIA,,Mined,55.4,57,VG,
Blue Nile,26770825,https://www.bluenile.com/diamond-details/26770825,550,Heart,0.5,G,Ideal,SI1,GIA,,Mined,59.3,58,EX,
Blue Nile,25092916,https://www.bluenile.com/diamond-details/25092916,560,Heart,0.51,G,Very Good,SI1,GIA,,Mined,57.2,58,EX,
Blue Nile,25243660,https://www.bluenile.com/diamond-details/25243660,590,Heart,0.5,I,Ideal,VS2,GIA,,Mined,59.8,60,EX,
Blue Nile,27287514,https://www.bluenile.com/diamond-details/27287514,590,Heart,0.52,H,Ideal,SI1,GIA,,Mined,59.4,57,VG,
Blue Nile,25300252,https://www.bluenile.com/diamond-details/25300252,600,Heart,0.51,G,Ideal,SI1,GIA,,Mined,59.5,62,EX,
Blue Nile,25449455,https://www.bluenile.com/diamond-details/25449455,610,Heart,0.5,H,Ideal,VS2,GIA,,Mined,58.4,59,EX,
Blue Nile,25337192,https://www.bluenile.com/diamond-details/25337192,620,Heart,0.51,D,Very Good,SI1,GIA,,Mined,55.9,58,EX,
Blue Nile,28362519,https://www.bluenile.com/diamond-details/28362519,620,Heart,0.35,D,Ideal,VS1,GIA,,Mined,57.3,60,VG,
Blue Nile,28425758,https://www.bluenile.com/diamond-details/28425758,600,Heart,0.51,H,Ideal,SI1,GIA,,Mined,57.6,59,EX,
Blue Nile,27935957,https://www.bluenile.com/diamond-details/27935957,610,Heart,0.4,F,Ideal,VS2,GIA,,Mined,57.2,61,EX,
Blue Nile,25685226,https://www.bluenile.com/diamond-details/25685226,620,Heart,0.5,H,Ideal,VS2,GIA,,Mined,59.6,58,EX,
Blue Nile,28325070,https://www.bluenile.com/diamond-details/28325070,620,Heart,0.5,H,Ideal,VS2,GIA,,Mined,60.2,61,EX,
Blue Nile,27935944,https://www.bluenile.com/diamond-details/27935944,630,Heart,0.42,F,Ideal,VVS2,GIA,,Mined,58.7,59,EX,
Blue Nile,26192834,https://www.bluenile.com/diamond-details/26192834,630,Heart,0.5,E,Ideal,VS2,GIA,,Mined,59.5,60,EX,
Blue Nile,27323779,https://www.bluenile.com/diamond-details/27323779,630,Heart,0.51,G,Very Good,SI1,GIA,,Mined,56.1,59,EX,
Blue Nile,27492784,https://www.bluenile.com/diamond-details/27492784,640,Heart,0.5,G,Ideal,VS2,GIA,,Mined,57.9,54,EX,
Blue Nile,25337250,https://www.bluenile.com/diamond-details/25337250,650,Heart,0.51,D,Very Good,SI1,GIA,,Mined,55.1,61,EX,
Blue Nile,27645656,https://www.bluenile.com/diamond-details/27645656,650,Heart,0.51,G,Very Good,SI1,GIA,,Mined,56.9,58,EX,
Blue Nile,27793002,https://www.bluenile.com/diamond-details/27793002,630,Heart,0.6,H,Very Good,VVS1,GIA,,Mined,56.5,54,EX,
Blue Nile,27956731,https://www.bluenile.com/diamond-details/27956731,640,Heart,0.55,I,Ideal,SI1,GIA,,Mined,59.6,59,EX,
Blue Nile,25388077,https://www.bluenile.com/diamond-details/25388077,650,Heart,0.5,H,Very Good,VS2,GIA,,Mined,56.4,60,EX,
Blue Nile,28405534,https://www.bluenile.com/diamond-details/28405534,650,Heart,0.6,K,Ideal,VS1,GIA,,Mined,59.4,58,EX,
Blue Nile,24040707,https://www.bluenile.com/diamond-details/24040707,660,Heart,0.52,F,Ideal,SI1,GIA,,Mined,58.4,58,EX,
Blue Nile,25612666,https://www.bluenile.com/diamond-details/25612666,660,Heart,0.5,H,Ideal,VS1,GIA,,Mined,59.2,59,EX,
Blue Nile,27452917,https://www.bluenile.com/diamond-details/27452917,660,Heart,0.5,G,Ideal,VS2,GIA,,Mined,59.4,55,EX,
Blue Nile,27437410,https://www.bluenile.com/diamond-details/27437410,670,Heart,0.5,F,Ideal,VS2,GIA,,Mined,59.1,56,EX,
Blue Nile,27478925,https://www.bluenile.com/diamond-details/27478925,680,Heart,0.57,G,Ideal,SI1,GIA,,Mined,59.2,57,EX,
Blue Nile,27072201,https://www.bluenile.com/diamond-details/27072201,680,Heart,0.5,H,Ideal,VS1,GIA,,Mined,59.4,61,EX,
Blue Nile,25300048,https://www.bluenile.com/diamond-details/25300048,670,Heart,0.5,H,Very Good,VS1,GIA,,Mined,56.3,59,EX,
Blue Nile,25194431,https://www.bluenile.com/diamond-details/25194431,680,Heart,0.6,I,Ideal,SI1,GIA,,Mined,57.9,56,EX,
Blue Nile,27208578,https://www.bluenile.com/diamond-details/27208578,680,Heart,0.64,H,Very Good,SI1,GIA,,Mined,56.7,56,EX,
Blue Nile,27287974,https://www.bluenile.com/diamond-details/27287974,680,Heart,0.5,H,Ideal,VS1,GIA,,Mined,59.3,59,EX,
Blue Nile,27938534,https://www.bluenile.com/diamond-details/27938534,640,Heart,0.5,I,Very Good,VVS1,GIA,,Mined,63.3,61,EX,
Blue Nile,26141007,https://www.bluenile.com/diamond-details/26141007,650,Heart,0.53,F,Ideal,SI1,GIA,,Mined,59.2,58,EX,
Blue Nile,27349341,https://www.bluenile.com/diamond-details/27349341,660,Heart,0.52,D,Ideal,SI1,GIA,,Mined,58.7,58,VG,
Blue Nile,26625609,https://www.bluenile.com/diamond-details/26625609,660,Heart,0.5,F,Very Good,SI1,GIA,,Mined,56.6,58,VG,
Blue Nile,26034068,https://www.bluenile.com/diamond-details/26034068,680,Heart,0.51,F,Ideal,SI1,GIA,,Mined,58.8,56,EX,
Blue Nile,24856339,https://www.bluenile.com/diamond-details/24856339,680,Heart,0.5,G,Very Good,VVS1,GIA,,Mined,55,58,EX,
Blue Nile,27452723,https://www.bluenile.com/diamond-details/27452723,680,Heart,0.5,G,Ideal,VS2,GIA,,Mined,58.5,62,EX,
Blue Nile,24094404,https://www.bluenile.com/diamond-details/24094404,690,Heart,0.52,H,Ideal,VS2,GIA,,Mined,57.1,58,EX,
Blue Nile,27172394,https://www.bluenile.com/diamond-details/27172394,680,Heart,0.52,H,Ideal,VS1,GIA,,Mined,59.4,57,EX,
Blue Nile,27533255,https://www.bluenile.com/diamond-details/27533255,690,Heart,0.55,I,Ideal,VS2,GIA,,Mined,59.5,59,EX,
Blue Nile,25195796,https://www.bluenile.com/diamond-details/25195796,700,Heart,0.62,J,Ideal,SI1,GIA,,Mined,58,59,VG,
Blue Nile,26702837,https://www.bluenile.com/diamond-details/26702837,700,Heart,0.5,H,Ideal,VS1,GIA,,Mined,58.3,57,EX,
Blue Nile,24904506,https://www.bluenile.com/diamond-details/24904506,700,Heart,0.51,E,Very Good,VS2,GIA,,Mined,55.7,59,EX,
Blue Nile,28559782,https://www.bluenile.com/diamond-details/28559782,700,Heart,0.54,E,Ideal,SI1,GIA,,Mined,58.3,58,EX,
Blue Nile,25632363,https://www.bluenile.com/diamond-details/25632363,700,Heart,0.5,E,Ideal,SI1,GIA,,Mined,59.3,60,EX,
Blue Nile,27625968,https://www.bluenile.com/diamond-details/27625968,710,Heart,0.51,H,Ideal,VS1,GIA,,Mined,58.1,59,EX,
Blue Nile,26141115,https://www.bluenile.com/diamond-details/26141115,710,Heart,0.51,G,Ideal,VS2,GIA,,Mined,59.2,59,EX,
Blue Nile,28635383,https://www.bluenile.com/diamond-details/28635383,700,Heart,0.6,H,Ideal,SI1,GIA,,Mined,57.1,59,EX,
Blue Nile,26839549,https://www.bluenile.com/diamond-details/26839549,710,Heart,0.5,G,Ideal,VS2,GIA,,Mined,59.2,59,EX,
Blue Nile,28364595,https://www.bluenile.com/diamond-details/28364595,710,Heart,0.5,F,Ideal,SI1,GIA,,Mined,59.5,56,EX,
Blue Nile,27270653,https://www.bluenile.com/diamond-details/27270653,720,Heart,0.5,G,Ideal,VS1,GIA,,Mined,57.8,57,VG,
Blue Nile,27944204,https://www.bluenile.com/diamond-details/27944204,720,Heart,0.5,H,Very Good,VS1,GIA,,Mined,55.7,61,EX,
Blue Nile,28690603,https://www.bluenile.com/diamond-details/28690603,390,Asscher,0.5,I,Very Good,SI1,GIA,,Mined,66.9,64,EX,
Blue Nile,28500310,https://www.bluenile.com/diamond-details/28500310,550,Asscher,0.57,I,Good,VS2,GIA,,Mined,67.9,66,EX,
Blue Nile,28296871,https://www.bluenile.com/diamond-details/28296871,570,Asscher,0.51,H,Very Good,VS2,GIA,,Mined,67.1,65,EX,
Blue Nile,28610922,https://www.bluenile.com/diamond-details/28610922,590,Asscher,0.58,I,Good,VS1,GIA,,Mined,67.9,66,EX,
Blue Nile,28559762,https://www.bluenile.com/diamond-details/28559762,610,Asscher,0.54,I,Very Good,VVS1,GIA,,Mined,68.3,65,EX,
Blue Nile,28481714,https://www.bluenile.com/diamond-details/28481714,620,Asscher,0.55,I,Good,VVS1,GIA,,Mined,68.2,66,EX,
Blue Nile,28404765,https://www.bluenile.com/diamond-details/28404765,630,Asscher,0.5,G,Very Good,VVS2,GIA,,Mined,68.3,61,VG,
Blue Nile,25076366,https://www.bluenile.com/diamond-details/25076366,640,Asscher,0.6,I,Good,VVS1,GIA,,Mined,69.5,67,EX,
Blue Nile,25870361,https://www.bluenile.com/diamond-details/25870361,650,Asscher,0.62,G,Very Good,VS2,GIA,,Mined,68.4,65,EX,
Blue Nile,28559700,https://www.bluenile.com/diamond-details/28559700,670,Asscher,0.52,F,Good,VS2,GIA,,Mined,65.7,68,EX,
Blue Nile,26034410,https://www.bluenile.com/diamond-details/26034410,550,Asscher,0.6,J,Very Good,VS1,GIA,,Mined,68.5,65,EX,
Blue Nile,27172452,https://www.bluenile.com/diamond-details/27172452,570,Asscher,0.5,I,Very Good,VVS1,GIA,,Mined,67.3,65,EX,
Blue Nile,28494419,https://www.bluenile.com/diamond-details/28494419,590,Asscher,0.5,G,Very Good,VS1,GIA,,Mined,68.6,65,VG,
Blue Nile,28420306,https://www.bluenile.com/diamond-details/28420306,610,Asscher,0.5,G,Very Good,VVS1,GIA,,Mined,66.8,60,EX,
Blue Nile,27980575,https://www.bluenile.com/diamond-details/27980575,620,Asscher,0.54,H,Very Good,VVS1,GIA,,Mined,68.6,65,EX,
Blue Nile,28404709,https://www.bluenile.com/diamond-details/28404709,630,Asscher,0.5,G,Very Good,VVS2,GIA,,Mined,68.2,62,EX,
Blue Nile,27796700,https://www.bluenile.com/diamond-details/27796700,650,Asscher,0.6,H,Good,VS2,GIA,,Mined,69.5,66,EX,
Blue Nile,28766552,https://www.bluenile.com/diamond-details/28766552,670,Asscher,0.5,F,Good,VVS2,GIA,,Mined,69.6,69,EX,
Blue Nile,27314040,https://www.bluenile.com/diamond-details/27314040,670,Asscher,0.56,H,Very Good,VVS1,GIA,,Mined,67.9,65,EX,
Blue Nile,28460911,https://www.bluenile.com/diamond-details/28460911,670,Asscher,0.5,F,Very Good,VVS2,GIA,,Mined,68.3,65,EX,
Blue Nile,28495433,https://www.bluenile.com/diamond-details/28495433,680,Asscher,0.51,G,Very Good,VVS2,GIA,,Mined,68.5,64,EX,
Blue Nile,25145151,https://www.bluenile.com/diamond-details/25145151,690,Asscher,0.6,G,Good,VS2,GIA,,Mined,67.9,66,EX,
Blue Nile,28073994,https://www.bluenile.com/diamond-details/28073994,680,Asscher,0.61,I,Very Good,VVS2,GIA,,Mined,68.6,65,EX,
Blue Nile,28335761,https://www.bluenile.com/diamond-details/28335761,690,Asscher,0.5,D,Good,VS2,GIA,,Mined,68.2,66,EX,
Blue Nile,25777436,https://www.bluenile.com/diamond-details/25777436,700,Asscher,0.6,G,Very Good,VS2,GIA,,Mined,68.2,61,EX,
Blue Nile,28381843,https://www.bluenile.com/diamond-details/28381843,710,Asscher,0.51,E,Very Good,VS2,GIA,,Mined,68.5,65,EX,
Blue Nile,28493927,https://www.bluenile.com/diamond-details/28493927,720,Asscher,0.52,E,Very Good,VS1,GIA,,Mined,68.3,65,EX,
Blue Nile,25522332,https://www.bluenile.com/diamond-details/25522332,700,Asscher,0.6,G,Good,VS1,GIA,,Mined,68.4,66,EX,
Blue Nile,28494599,https://www.bluenile.com/diamond-details/28494599,710,Asscher,0.6,H,Good,VVS1,GIA,,Mined,68.3,66,EX,
Blue Nile,28027488,https://www.bluenile.com/diamond-details/28027488,720,Asscher,0.52,F,Very Good,VS1,GIA,,Mined,68.1,65,EX,
Blue Nile,27072463,https://www.bluenile.com/diamond-details/27072463,730,Asscher,0.61,H,Very Good,VS1,GIA,,Mined,68.3,64,EX,
Blue Nile,28611052,https://www.bluenile.com/diamond-details/28611052,730,Asscher,0.54,E,Good,VS2,GIA,,Mined,65,70,EX,
Blue Nile,28481230,https://www.bluenile.com/diamond-details/28481230,740,Asscher,0.7,G,Very Good,SI1,GIA,,Mined,69.5,63,VG,
Blue Nile,28611079,https://www.bluenile.com/diamond-details/28611079,750,Asscher,0.58,F,Very Good,VS2,GIA,,Mined,68.4,63,EX,
Blue Nile,28603055,https://www.bluenile.com/diamond-details/28603055,740,Asscher,0.61,E,Good,SI1,GIA,,Mined,68.4,67,EX,
Blue Nile,28625212,https://www.bluenile.com/diamond-details/28625212,750,Asscher,0.7,I,Good,VS2,GIA,,Mined,68.7,67,VG,
Blue Nile,28481704,https://www.bluenile.com/diamond-details/28481704,760,Asscher,0.53,F,Very Good,VS1,GIA,,Mined,68.2,64,EX,
Blue Nile,28494270,https://www.bluenile.com/diamond-details/28494270,770,Asscher,0.61,F,Very Good,VS2,GIA,,Mined,68.5,64,EX,
Blue Nile,28428176,https://www.bluenile.com/diamond-details/28428176,760,Asscher,0.55,E,Very Good,VVS2,GIA,,Mined,67.3,65,EX,
Blue Nile,28703040,https://www.bluenile.com/diamond-details/28703040,770,Asscher,0.71,J,Ideal,VS2,GIA,,Mined,67.9,59,EX,
Blue Nile,28420240,https://www.bluenile.com/diamond-details/28420240,790,Asscher,0.54,F,Very Good,VVS2,GIA,,Mined,68.8,65,EX,
Blue Nile,28462645,https://www.bluenile.com/diamond-details/28462645,800,Asscher,0.7,F,Very Good,SI1,GIA,,Mined,68.4,62,EX,
Blue Nile,27143205,https://www.bluenile.com/diamond-details/27143205,790,Asscher,0.63,G,Good,VS1,GIA,,Mined,68.2,66,EX,
Blue Nile,27576296,https://www.bluenile.com/diamond-details/27576296,800,Asscher,0.5,F,Very Good,IF,GIA,,Mined,66.7,65,EX,
Blue Nile,28527099,https://www.bluenile.com/diamond-details/28527099,810,Asscher,0.7,H,Very Good,VS1,GIA,,Mined,68.1,65,EX,
Blue Nile,28689612,https://www.bluenile.com/diamond-details/28689612,810,Asscher,0.51,F,Very Good,VVS2,GIA,,Mined,66.4,64,EX,
Blue Nile,27285107,https://www.bluenile.com/diamond-details/27285107,820,Asscher,0.7,I,Very Good,VS1,GIA,,Mined,67.8,62,EX,
Blue Nile,28438049,https://www.bluenile.com/diamond-details/28438049,820,Asscher,0.7,I,Good,VS1,GIA,,Mined,69.7,66,EX,
Blue Nile,27899030,https://www.bluenile.com/diamond-details/27899030,830,Asscher,0.65,E,Very Good,VS2,GIA,,Mined,68.3,65,EX,
Blue Nile,28369095,https://www.bluenile.com/diamond-details/28369095,830,Asscher,0.7,I,Good,VS1,GIA,,Mined,68.2,66,EX,
Blue Nile,28362651,https://www.bluenile.com/diamond-details/28362651,840,Asscher,0.52,E,Good,VVS1,GIA,,Mined,68.4,66,EX,
Blue Nile,28703642,https://www.bluenile.com/diamond-details/28703642,850,Asscher,0.65,D,Very Good,SI1,GIA,,Mined,68.5,65,EX,
Blue Nile,28660619,https://www.bluenile.com/diamond-details/28660619,840,Asscher,0.55,F,Good,VVS1,GIA,,Mined,62.3,68,EX,
Blue Nile,28494489,https://www.bluenile.com/diamond-details/28494489,850,Asscher,0.64,F,Very Good,VS2,GIA,,Mined,68.5,64,EX,
Blue Nile,24491854,https://www.bluenile.com/diamond-details/24491854,860,Asscher,0.53,D,Very Good,VS1,GIA,,Mined,67.6,65,EX,
Blue Nile,28494256,https://www.bluenile.com/diamond-details/28494256,860,Asscher,0.64,G,Very Good,VVS1,GIA,,Mined,66.5,64,EX,
Blue Nile,28636092,https://www.bluenile.com/diamond-details/28636092,870,Asscher,0.7,H,Ideal,VS1,GIA,,Mined,68.1,60,EX,
Blue Nile,27302192,https://www.bluenile.com/diamond-details/27302192,870,Asscher,0.91,K,Very Good,VS2,GIA,,Mined,68.5,64,EX,
Blue Nile,25238569,https://www.bluenile.com/diamond-details/25238569,880,Asscher,0.5,H,Good,IF,GIA,,Mined,67.5,66,EX,
Blue Nile,28546654,https://www.bluenile.com/diamond-details/28546654,890,Asscher,0.7,G,Good,VS2,GIA,,Mined,68.3,67,EX,
Blue Nile,28092515,https://www.bluenile.com/diamond-details/28092515,880,Asscher,0.54,E,Very Good,VVS1,GIA,,Mined,67.5,64,EX,
Blue Nile,28404774,https://www.bluenile.com/diamond-details/28404774,890,Asscher,0.54,D,Good,VVS2,GIA,,Mined,68.3,66,EX,
Blue Nile,27932908,https://www.bluenile.com/diamond-details/27932908,910,Asscher,0.9,I,Good,SI1,GIA,,Mined,68.5,66,EX,
Blue Nile,28404528,https://www.bluenile.com/diamond-details/28404528,850,Asscher,0.58,F,Very Good,VVS1,GIA,,Mined,67.8,65,EX,
Blue Nile,28348253,https://www.bluenile.com/diamond-details/28348253,860,Asscher,0.7,H,Very Good,VS2,GIA,,Mined,68.3,63,EX,
Blue Nile,28369157,https://www.bluenile.com/diamond-details/28369157,880,Asscher,0.71,H,Good,VS1,GIA,,Mined,68.7,66,EX,
Blue Nile,28428117,https://www.bluenile.com/diamond-details/28428117,890,Asscher,0.57,E,Good,VVS1,GIA,,Mined,68,67,EX,
Blue Nile,28559965,https://www.bluenile.com/diamond-details/28559965,910,Asscher,0.8,F,Good,SI1,GIA,,Mined,68.5,68,EX,
Blue Nile,27228669,https://www.bluenile.com/diamond-details/27228669,920,Asscher,0.71,H,Good,VS1,GIA,,Mined,67.9,66,EX,
Blue Nile,24648787,https://www.bluenile.com/diamond-details/24648787,360,Cushion modified,0.31,E,Ideal,SI2,GIA,,Mined,66.6,68,EX,
Blue Nile,24954582,https://www.bluenile.com/diamond-details/24954582,470,Cushion modified,0.5,H,Ideal,VS1,GIA,,Mined,68,62,EX,
Blue Nile,26090716,https://www.bluenile.com/diamond-details/26090716,490,Cushion modified,0.53,H,Very Good,SI1,GIA,,Mined,67.3,65,EX,
Blue Nile,26167956,https://www.bluenile.com/diamond-details/26167956,500,Cushion modified,0.5,H,Ideal,VS2,GIA,,Mined,65.8,58,EX,
Blue Nile,25375423,https://www.bluenile.com/diamond-details/25375423,520,Cushion modified,0.5,H,Ideal,VS1,GIA,,Mined,67.9,62,EX,
Blue Nile,27995470,https://www.bluenile.com/diamond-details/27995470,530,Cushion modified,0.51,G,Very Good,SI1,GIA,,Mined,66.5,64,EX,
Blue Nile,27803641,https://www.bluenile.com/diamond-details/27803641,540,Cushion modified,0.5,D,Good,VS1,GIA,,Mined,67.8,58,EX,
Blue Nile,25414289,https://www.bluenile.com/diamond-details/25414289,550,Cushion modified,0.53,I,Very Good,VVS2,GIA,,Mined,69.3,64,EX,
Blue Nile,27142873,https://www.bluenile.com/diamond-details/27142873,570,Cushion modified,0.5,E,Very Good,SI1,GIA,,Mined,67.8,62,EX,
Blue Nile,25243650,https://www.bluenile.com/diamond-details/25243650,580,Cushion modified,0.55,F,Ideal,SI1,GIA,,Mined,67.3,62,EX,
Blue Nile,28031026,https://www.bluenile.com/diamond-details/28031026,590,Cushion modified,0.36,G,Very Good,VS1,GIA,,Mined,68.9,61,EX,
Blue Nile,25165727,https://www.bluenile.com/diamond-details/25165727,590,Cushion modified,0.5,F,Ideal,VS2,GIA,,Mined,67.2,64,EX,
Blue Nile,27064268,https://www.bluenile.com/diamond-details/27064268,500,Cushion modified,0.52,F,Very Good,SI1,GIA,,Mined,69.5,63,EX,
Blue Nile,24659322,https://www.bluenile.com/diamond-details/24659322,520,Cushion modified,0.51,I,Very Good,VVS1,GIA,,Mined,68,57,VG,
Blue Nile,24681232,https://www.bluenile.com/diamond-details/24681232,530,Cushion modified,0.55,I,Ideal,VS1,GIA,,Mined,67.3,64,EX,
Blue Nile,24914788,https://www.bluenile.com/diamond-details/24914788,540,Cushion modified,0.52,H,Ideal,VS2,GIA,,Mined,67.7,63,EX,
Blue Nile,25116457,https://www.bluenile.com/diamond-details/25116457,550,Cushion modified,0.53,F,Ideal,SI1,GIA,,Mined,67.6,64,EX,
Blue Nile,23886606,https://www.bluenile.com/diamond-details/23886606,570,Cushion modified,0.5,H,Ideal,IF,GIA,,Mined,67.9,59,EX,
Blue Nile,28434678,https://www.bluenile.com/diamond-details/28434678,580,Cushion modified,0.3,E,Very Good,VS1,GIA,,Mined,69.3,65,EX,
Blue Nile,24766833,https://www.bluenile.com/diamond-details/24766833,590,Cushion modified,0.5,F,Very Good,VS2,GIA,,Mined,66.6,65,EX,
Blue Nile,27636927,https://www.bluenile.com/diamond-details/27636927,600,Cushion modified,0.51,E,Ideal,VS2,GIA,,Mined,67.4,62,EX,
Blue Nile,23974029,https://www.bluenile.com/diamond-details/23974029,600,Cushion modified,0.56,G,Ideal,VVS2,GIA,,Mined,67.6,59,EX,
Blue Nile,27518800,https://www.bluenile.com/diamond-details/27518800,610,Cushion modified,0.51,F,Very Good,VS2,GIA,,Mined,63.5,63,EX,
Blue Nile,28339707,https://www.bluenile.com/diamond-details/28339707,610,Cushion modified,0.4,G,Very Good,VVS1,GIA,,Mined,69.6,65,EX,
Blue Nile,24296056,https://www.bluenile.com/diamond-details/24296056,620,Cushion modified,0.5,E,Very Good,VS2,GIA,,Mined,68.1,63,EX,
Blue Nile,24293873,https://www.bluenile.com/diamond-details/24293873,610,Cushion modified,0.52,F,Very Good,VS2,GIA,,Mined,67.8,65,EX,
Blue Nile,26672680,https://www.bluenile.com/diamond-details/26672680,610,Cushion modified,0.56,H,Ideal,VVS2,GIA,,Mined,67.9,60,EX,
Blue Nile,25300026,https://www.bluenile.com/diamond-details/25300026,620,Cushion modified,0.52,G,Very Good,VS2,GIA,,Mined,67.9,62,EX,
Blue Nile,28047966,https://www.bluenile.com/diamond-details/28047966,630,Cushion modified,0.5,E,Very Good,VVS2,GIA,,Mined,68.5,69,EX,
Blue Nile,24438379,https://www.bluenile.com/diamond-details/24438379,630,Cushion modified,0.51,D,Ideal,VS2,GIA,,Mined,67.7,61,EX,
Blue Nile,23120726,https://www.bluenile.com/diamond-details/23120726,630,Cushion,0.54,G,Ideal,VS2,GIA,,Mined,66.9,61,EX,
Blue Nile,24887517,https://www.bluenile.com/diamond-details/24887517,640,Cushion modified,0.51,G,Ideal,VVS1,GIA,,Mined,67.9,63,EX,
Blue Nile,27201495,https://www.bluenile.com/diamond-details/27201495,590,Cushion modified,0.6,H,Ideal,VS2,GIA,,Mined,67.8,62,EX,
Blue Nile,25092798,https://www.bluenile.com/diamond-details/25092798,590,Cushion modified,0.5,F,Ideal,VS1,GIA,,Mined,67.7,62,EX,
Blue Nile,25366306,https://www.bluenile.com/diamond-details/25366306,600,Cushion modified,0.6,I,Ideal,VS1,GIA,,Mined,67.7,61,EX,
Blue Nile,27105030,https://www.bluenile.com/diamond-details/27105030,610,Cushion modified,0.52,G,Very Good,VS2,GIA,,Mined,67.6,63,EX,
Blue Nile,23570880,https://www.bluenile.com/diamond-details/23570880,610,Cushion modified,0.52,F,Very Good,VS2,GIA,,Mined,64.6,65,EX,
